ID,Name,Concepticon_ID,Concepticon_Gloss
1_sun,sun,1343,SUN
2_moon,moon,1313,MOON
3_star,star,1430,STAR
4_earth,earth,1228,EARTH (SOIL)
5_cloud,cloud,1489,CLOUD
6_rain,rain,658,RAIN (PRECIPITATION)
7_water,water,948,WATER
8_mountain,mountain,639,MOUNTAIN
9_rock,rock,668,ROCK
10_sand,sand,671,SAND
11_roadway,road/way,2457,PATH OR ROAD
12_fire,fire,221,FIRE
13_smoke,smoke,778,SMOKE (EXHAUST)
14_ash,ash,646,ASH
15_night,night,1233,NIGHT
16_tree,tree,906,TREE
17_seed,seed,714,SEED
18_leaf,leaf,628,LEAF
19_root,root,670,ROOT
20_bark,bark,1204,BARK
21_dog,dog,2009,DOG
22_bird,bird,937,BIRD
23_fish,fish,227,FISH
24_louse,louse,1392,LOUSE
25_claw,claw,72,CLAW
26_horn,horn,1393,HORN (ANATOMY)
27_leather,leather,629,LEATHER
28_tail,tail,1220,TAIL
29_egg,egg,744,EGG
30_head,head,1256,HEAD
31_hair,hair,1040,HAIR
32_eye,eye,1248,EYE
33_nose,nose,1221,NOSE
34_mouth,mouth,674,MOUTH
35_tooth,tooth,1380,TOOTH
36_tongue,tongue,1205,TONGUE
37_ear,ear,1247,EAR
38_neck,neck,1333,NECK
39_hand,hand,1277,HAND
40_chest,chest,1592,CHEST
41_foot,foot,1301,FOOT
42_knee,knee,1371,KNEE
43_stomach,stomach,819,STOMACH
44_liver,liver,1224,LIVER
45_heart,heart,1223,HEART
46_blood,blood,946,BLOOD
47_skin,skin,763,SKIN
48_bone,bone,1394,BONE
49_meat,meat,634,MEAT
50_fat,fat,323,FAT (ORGANIC SUBSTANCE)
51_human,human,683,PERSON
52_name,name,1405,NAME
53_man,man,1554,MAN
54_woman,woman,962,WOMAN
55_new,new,1231,NEW
56_good,good,1035,GOOD
57_bighuge,big/ huge,1202,BIG
58_smalltiny,small/ tiny,1246,SMALL
59_red,red,156,RED
60_black,black,163,BLACK
61_white,white,1335,WHITE
62_bluegreen,blue/ green,2382,BLUE OR GREEN
63_yellow,yellow,1424,YELLOW
64_long,long,1203,LONG
65_many,many,1198,MANY
66_round,round,1395,ROUND
67_hot,hot,1286,HOT
68_cold,cold,1287,COLD
69_full,full,1429,FULL
70_dry,dry,1398,DRY
71_gomove,go/move,695,GO
72_come,come,1446,COME
73_burn,burn,2102,BURN
74_fly,fly,1441,FLY (MOVE THROUGH AIR)
75_stand,stand,1442,STAND
76_swim,swim,1439,SWIM
77_kill,kill,1417,KILL
78_sit,sit,1416,SIT
79_hear,hear,1408,HEAR
80_talk,talk,2708,TALK
81_lookat,look at,1819,LOOK
82_lie,lie,1411,LIE (REST)
83_sleep,sleep,1585,SLEEP
84_know,know,3626,KNOW
85_eat,eat,1336,EAT
86_drink,drink,1401,DRINK
87_bite,bite,1403,BITE
88_die,die,1494,DIE
89_give,give,1447,GIVE
90_one,one,1493,ONE
91_two,two,1498,TWO
92_all,all,98,ALL
93_what,what,1236,WHAT
94_who,who,1235,WHO
95_no,no,1269,NO
96_here,here,136,HERE
97_that,that,78,THAT
98_i,I,1209,I
99_you,you,1215,THOU
100_we,we,1212,WE
